Order/adjustment ID  ,Type ,Order created time,Order settled time,Currency,Total settlement amount,Total Revenue,Subtotal after seller discounts,Subtotal before discounts,Seller discounts,Refund subtotal after seller discounts,Refund subtotal before seller discounts,Refund of seller discounts,Total Fees,Transaction fee,TikTok Shop commission fee,Credit card installment - Interest rate cost,Seller shipping fee,Actual shipping fee,Platform shipping fee discount,Customer shipping fee,Actual return shipping fee,Refunded customer shipping fee,Shipping subsidy,Affiliate Commission,Affiliate commission before PIT (personal income tax),Personal income tax withheld from affiliate commission,Affiliate partner commission,Affiliate Shop Ads commission,Affiliate Shop Ads commission before PIT,Personal income tax withheld from affiliate Shop Ads commission,Affiliate commission deposit,Affiliate commission refund,Affiliate Partner shop ads commission,SFP service fee,Bonus cashback service fee,LIVE Specials service fee,Voucher Xtra service fee,EAMS Program service fee,Brands Crazy Deals/Flash Sale service fee,TikTok PayLater program fee,Commerce growth fee,Infrastructure fee,Campaign resource fee,Pre-order service fee,,Ajustment amount,Related order ID  ,Customer payment,Customer refund,Seller co-funded voucher discount,Refund of seller co-funded voucher discount,Platform discounts,Refund of platform discounts,Platform co-funded voucher discounts,Refund of platform co-funded voucher discounts,Seller shipping fee discount,Estimated package weight (g),Actual package weight (g),Shopping center items,Customer's bank for payment
580461553969235466,Order,2025/09/20,2025/09/30,THB,81.47,89.1,89.1,99,-9.9,0,0,0,-7.63,-2.86,-4.77,0,0,-25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,580461553969235466,89.1,0,0,0,0,0,0,0,0,500,500,1732164949093811784 * 1;,
580461063360186251,Order,2025/09/20,2025/09/30,THB,81.47,89.1,89.1,99,-9.9,0,0,0,-7.63,-2.86,-4.77,0,0,-35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,580461063360186251,89.1,0,0,0,0,0,0,0,0,500,500,/,
580456098884323276,Order,2025/09/20,2025/09/30,THB,74.30,89.1,89.1,99,-9.9,0,0,0,-14.8,-3.79,-4.77,0,0,-29,0,29,0,0,0,-6.24,-6.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,580456098884323276,118.1,0,0,0,0,0,0,0,0,500,500,/,
580453631916475536,Order,2025/09/20,2025/09/30,THB,81.47,89.1,89.1,99,-9.9,0,0,0,-7.63,-2.86,-4.77,0,0,-38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,580453631916475536,89.1,0,0,0,0,0,0,0,0,500,500,/,
580452105779053922,Order,2025/09/20,2025/09/30,THB,81.47,89.1,89.1,99,-9.9,0,0,0,-7.63,-2.86,-4.77,0,0,-35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,580452105779053922,89.1,0,0,0,0,0,0,0,0,500,500,/,
580451404364088563,Order,2025/09/20,2025/09/30,THB,81.47,89.1,89.1,99,-9.9,0,0,0,-7.63,-2.86,-4.77,0,0,-38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,580451404364088563,89.1,0,0,0,0,0,0,0,0,500,500,/,
580451204500653801,Order,2025/09/20,2025/09/30,THB,75.23,89.1,89.1,99,-9.9,0,0,0,-13.87,-2.86,-4.77,0,0,-35,35,0,0,0,0,-6.24,-6.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,580451204500653801,89.1,0,0,0,0,0,0,0,0,500,500,/,
580426827235755211,Order,2025/09/17,2025/09/30,THB,67.96,84.55,84.55,99,-14.45,0,0,0,-16.59,-3.61,-4.52,0,0,-28,0,28,0,0,0,-8.46,-8.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,580426827235755211,112.55,0,0,0,0,0,0,0,0,500,500,/,
580415259529938055,Order,2025/09/17,2025/09/30,THB,86.00,94.05,94.05,99,-4.95,0,0,0,-8.05,-3.02,-5.03,0,0,-35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,580415259529938055,94.05,0,0,0,0,0,0,0,0,500,500,/,
580426889105671465,Order,2025/09/18,2025/09/28,THB,68.86,84.55,84.55,99,-14.45,0,0,0,-15.69,-2.71,-4.52,0,0,-35,35,0,0,0,0,-8.46,-8.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,580426889105671465,84.55,0,0,0,0,0,0,0,0,500,500,/,
