Order/adjustment ID  ,Type ,Order created time,Order settled time,Currency,Total settlement amount,Total Revenue,Subtotal after seller discounts,Subtotal before discounts,Seller discounts,Refund subtotal after seller discounts,Refund subtotal before seller discounts,Refund of seller discounts,Total Fees,Transaction fee,TikTok Shop commission fee,Credit card installment - Interest rate cost,Seller shipping fee,Actual shipping fee,Platform shipping fee discount,Customer shipping fee,Actual return shipping fee,Refunded customer shipping fee,Shipping subsidy,Affiliate Commission,Affiliate commission before PIT (personal income tax),Personal income tax withheld from affiliate commission,Affiliate partner commission,Affiliate Shop Ads commission,Affiliate Shop Ads commission before PIT,Personal income tax withheld from affiliate Shop Ads commission,Affiliate commission deposit,Affiliate commission refund,Affiliate Partner shop ads commission,SFP service fee,Bonus cashback service fee,LIVE Specials service fee,Voucher Xtra service fee,EAMS Program service fee,Brands Crazy Deals/Flash Sale service fee,TikTok PayLater program fee,Commerce growth fee,Infrastructure fee,Campaign resource fee,Pre-order service fee,GMV Max Coupon,,Ajustment amount,Related order ID  ,Customer payment,Customer refund,Seller co-funded voucher discount,Refund of seller co-funded voucher discount,Platform discounts,Refund of platform discounts,Platform co-funded voucher discounts,Refund of platform co-funded voucher discounts,Seller shipping fee discount,Estimated package weight (g),Actual package weight (g),Shopping center items,Customer's bank for payment
583081275788723627,Order,2026/03/14,2026/03/19,THB,48.46,59,59,69,-10,0,0,0,-10.54,-1.89,-3.79,0,0,-38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.79,-1.07,0,0,0,,0,583081275788723627,59,0,0,0,0,0,0,0,0,500,500,/,
583080988624717228,Order,2026/03/14,2026/03/19,THB,55.73,69,69,79,-10,0,0,0,-13.27,-3.34,-4.43,0,0,-35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.43,-1.07,0,0,0,,0,583080988624717228,104,0,0,0,0,0,0,0,0,500,500,/,
583080885130266028,Order,2026/03/14,2026/03/19,THB,56.86,69,69,79,-10,0,0,0,-12.14,-2.21,-4.43,0,0,-35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.43,-1.07,0,0,0,,0,583080885130266028,69,0,0,0,0,0,0,0,0,500,500,/,
583080659474744324,Order,2026/03/14,2026/03/19,THB,82.03,99,99,139,-40,0,0,0,-16.97,-3.18,-6.36,0,0,-35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.36,-1.07,0,0,0,,0,583080659474744324,99,0,0,0,0,0,0,0,0,500,500,/,
583080658288739612,Order,2026/03/14,2026/03/19,THB,48.46,59,59,69,-10,0,0,0,-10.54,-1.89,-3.79,0,0,-35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.79,-1.07,0,0,0,,0,583080658288739612,59,0,0,0,0,0,0,0,0,500,500,/,
583080482557757405,Order,2026/03/14,2026/03/19,THB,56.86,69,69,79,-10,0,0,0,-12.14,-2.21,-4.43,0,0,-29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.43,-1.07,0,0,0,,0,583080482557757405,69,0,0,0,0,0,0,0,0,500,500,/,
583072593804559466,Order,2026/03/14,2026/03/19,THB,198.73,238,238,238,0,0,0,0,-39.27,-7.64,-15.28,0,0,-38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.28,-1.07,0,0,0,,0,583072593804559466,238,0,0,0,0,0,0,0,0,1000,1000,/,
583068647338181649,Order,2026/03/14,2026/03/19,THB,56.86,69,69,69,0,0,0,0,-12.14,-2.21,-4.43,0,0,-38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.43,-1.07,0,0,0,,0,583068647338181649,69,0,0,0,0,0,0,0,0,500,500,/,
583066286714487969,Order,2026/03/13,2026/03/19,THB,40.06,49,49,49,0,0,0,0,-8.94,-1.57,-3.15,0,0,-35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.15,-1.07,0,0,0,,0,583066286714487969,49,0,0,0,0,0,0,0,0,500,500,/,
583065431494592273,Order,2026/03/13,2026/03/19,THB,48.46,59,59,69,-10,0,0,0,-10.54,-1.89,-3.79,0,0,-38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.79,-1.07,0,0,0,,0,583065431494592273,59,0,0,0,0,0,0,0,0,500,500,/,
583065447007356326,Order,2026/03/13,2026/03/19,THB,31.68,39,39,49,-10,0,0,0,-7.32,-1.25,-2.5,0,0,-35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,-1.07,0,0,0,,0,583065447007356326,39,0,0,0,0,0,0,0,0,500,500,/,
583065178028999697,Order,2026/03/13,2026/03/19,THB,48.46,59,59,69,-10,0,0,0,-10.54,-1.89,-3.79,0,0,-38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.79,-1.07,0,0,0,,0,583065178028999697,59,0,0,0,0,0,0,0,0,500,500,/,
583065189609211486,Order,2026/03/13,2026/03/19,THB,48.46,59,59,69,-10,0,0,0,-10.54,-1.89,-3.79,0,0,-38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.79,-1.07,0,0,0,,0,583065189609211486,59,0,0,0,0,0,0,0,0,500,500,/,
583065072687547730,Order,2026/03/13,2026/03/19,THB,82.06,99,99,119,-20,0,0,0,-16.94,-3.15,-6.36,0,0,-38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.36,-1.07,0,0,0,,0,583065072687547730,98,0,0,0,1,0,0,0,0,500,500,/,
583064974526285692,Order,2026/03/13,2026/03/19,THB,31.68,39,39,49,-10,0,0,0,-7.32,-1.25,-2.5,0,0,-35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,-1.07,0,0,0,,0,583064974526285692,39,0,0,0,0,0,0,0,0,500,500,/,
583064972103026270,Order,2026/03/13,2026/03/19,THB,82.03,99,99,139,-40,0,0,0,-16.97,-3.18,-6.36,0,0,-38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.36,-1.07,0,0,0,,0,583064972103026270,99,0,0,0,0,0,0,0,0,500,500,/,
583064686538818622,Order,2026/03/13,2026/03/19,THB,46.78,57,57,69,-12,0,0,0,-10.22,-1.83,-3.66,0,0,-38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.66,-1.07,0,0,0,,0,583064686538818622,57,0,0,0,0,0,0,0,0,500,500,/,
583064694382101745,Order,2026/03/13,2026/03/19,THB,97.98,118,118,138,-20,0,0,0,-20.02,-3.79,-7.58,0,0,-38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.58,-1.07,0,0,0,,0,583064694382101745,118,0,0,0,0,0,0,0,0,1000,1000,/,
583064534139766302,Order,2026/03/13,2026/03/19,THB,63.19,78,78,98,-20,0,0,0,-14.81,-3.72,-5.01,0,0,-38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.01,-1.07,0,0,0,,0,583064534139766302,116,0,0,0,0,0,0,0,0,1000,1000,/,
583064499376915713,Order,2026/03/13,2026/03/19,THB,34.18,42,42,59,-17,0,0,0,-7.82,-1.35,-2.7,0,0,-35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7,-1.07,0,0,0,,0,583064499376915713,42,0,0,0,0,0,0,0,0,500,500,/,
583049195453711819,Order,2026/03/12,2026/03/19,THB,82.03,99,99,119,-20,0,0,0,-16.97,-3.18,-6.36,0,0,-38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.36,-1.07,0,0,0,,0,583049195453711819,99,0,0,0,0,0,0,0,0,500,500,/,
583044323908814490,Order,2026/03/12,2026/03/19,THB,56.86,69,69,69,0,0,0,0,-12.14,-2.21,-4.43,0,0,-32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.43,-1.07,0,0,0,,0,583044323908814490,69,0,0,0,0,0,0,0,0,500,500,/,
583066801165992996,Order,2026/03/14,2026/03/18,THB,53.50,65,65,65,0,0,0,0,-11.5,-2.09,-4.17,0,0,-35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.17,-1.07,0,0,0,,0,583066801165992996,65,0,0,0,0,0,0,0,0,500,500,1734514211493152328 * 1;,
583062140001224107,Order,2026/03/13,2026/03/18,THB,56.86,69,69,69,0,0,0,0,-12.14,-2.21,-4.43,0,0,-38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.43,-1.07,0,0,0,,0,583062140001224107,69,0,0,0,0,0,0,0,0,500,500,/,
583060162590771197,Order,2026/03/13,2026/03/18,THB,40.06,49,49,49,0,0,0,0,-8.94,-1.57,-3.15,0,0,-38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.15,-1.07,0,0,0,,0,583060162590771197,49,0,0,0,0,0,0,0,0,500,500,/,
